I2LT	Type D
0x00000000000000000000000001000000010000000B04000000000000	I2Languages_GeoEvents
0x000000000000000001000000
MainText	2679
"Ambush/EXPSITE_02_TEXT_GENERAL_0"	"0x00000000"	"[null]"	"10"	"After several hours of exploration, nothing useful was found."	"[null]"	"[null]"	"经过几个小时的探索，没有发现任何有用的东西。"	"Après quelques heures d'exploration, rien d'utile n'a été découvert."	"Tras varias horas de exploración, no se ha encontrado nada útil."	"Dopo molte ore di esplorazione non abbiamo trovato nulla di utile."	"Nach stundenlangen Erkundungen wurde nichts Nützliches entdeckt."	"После нескольких часов исследований ничего существенного не было найдено."	"Po kilku godzinach poszukiwań nie udało się nam znaleźć nic przydatnego."	"10"	"0x000000000000000000000000"	"EXPSITE_02_TEXT_GENERAL_0"	"0x00000000"
"DLC2/PROG_LE1_MISS_TEXT_GENERAL_0"	"0x00000000"	"[null]"	"10"	"MISSION BRIEFING[LF][LF]Bandits dwell in the ruins of this city. A great collector lived and died here decades ago. Search the ruins for the Antediluvian schemata."	"[null]"	"[null]"	"任务概要[LF] [LF] 曾经伟大城市的废墟中四处驻扎着强盗。几十年前，一位伟大的收藏家曾在那里生活并逝去。搜索废墟，寻找远古图纸。"	"RÉSUMÉ DE LA MISSION[LF] [LF] Des bandits occupent les ruines d'une cité autrefois formidable. Un grand collectionneur y a vécu et trouvé la mort il y a des dizaines d'années. Cherchez une collection de schémas antédiluviens dans les ruines."	"INSTRUCCIONES DE LA MISIÓN[LF] [LF] Los bandidos residen en las ruinas de la que antaño era una gran ciudad. Un gran coleccionista vivió y murió ahí hace décadas. Busca una colección de diagramas antediluvianos en las ruinas."	"RIEPILOGO MISSIONE[LF] [LF] I banditi vivono nelle rovine di una grande città del passato. Un collezionista eminente visse e morì in questo luogo. Ispeziona le rovine per trovare una raccolta di schemi antidiluviani."	"MISSIONSBESCHREIBUNG[LF] [LF] Banditen hausen in den Ruinen einer einst großen Stadt. Ein großer Sammler lebte und starb dort vor Jahrzehnten. Durchsuche die Ruinen nach einer Sammlung antediluvianischer Pläne."	"ОПИСАНИЕ МИССИИ[LF][LF] Бандиты обитают в руинах некогда великого города. Десятилетия назад здесь жил и умер великий коллекционер. Обыщите руины ради коллекции допотопных схем."	"ODPRAWA[LF] [LF] Ruiny niegdyś wielkiego miasta zamieszkują bandyci. Dekady temu mieszkał tu i zmarł pewien wspaniały kolekcjoner. Przeszukajcie ruiny w poszukiwaniu zbioru przedpotopowych planów."	"10"	"0x000000000000000000000000"	"PROG_LE1_MISS_TEXT_GENERAL_0"	"0x00000000"
"DLC2/PROG_LE1_MISS_TITLE"	"0x00000000"	"[null]"	"10"	"The Mattock"	"[null]"	"[null]"	"鹤嘴锄"	"Le hoyau"	"El azadón"	"Il Piccone"	"Die Hacke"	"Кирка"	"Oskard"	"10"	"0x000000000000000000000000"	"PROG_LE1_MISS_TITLE"	"0x00000000"
"DLC2/PROG_LE1_TEXT_GENERAL_0"	"0x00000000"	"[null]"	"10"	"We are not the first to seek the secrets of the Antediluvian Civilization. Throughout history, great collectors have prized surviving texts and schemata of Antediluvian origin. Today, some of these collections lie forgotten in the ruins of our own pre-Pandoravirus cities. Others are in the hands of the Disciples of Anu, New Jericho, and Synedrion. We need them, if we are to succeed against the Pandoran threat.[LF][LF]Our research indicates one such collection, which describes a weapon of staggering simplicity and effectiveness, is located in a city not far from our base. Further investigation is a priority."	"[null]"	"[null]"	"我们并不是第一批探寻远古文明秘密的人。纵观历史，伟大的收藏家都很珍视现存的远古族遗留文本和图纸。如今，其中一些收藏品被遗忘在潘多拉病毒爆发前的城市废墟中。其他一些分别落入了安努门徒教会、新耶利哥和平衡议会手中。我们如果想要战胜潘多拉体的威胁，就需要这些圣物。[LF][LF] 研究表明，在离我们基地不远的城市中就有这样一件藏品，是一种十分简单且有效的武器。当务之急是进行深入调查。"	"Nous ne sommes pas les premiers à chercher les secrets de la civilisation antédiluvienne. Depuis toujours, de grands collectionneurs prisent les textes et les schémas d'origine antédiluvienne qui ont survécu. Aujourd'hui, certaines de ces collections sont oubliées dans les ruines de nos villes d'avant le Pandoravirus. D'autres sont aux mains des Disciples d'Anu, de la Nouvelle-Jéricho et du Synédrion. Il nous les faut si nous voulons anéantir la menace pandorienne.[LF] [LF] Nos recherches montrent qu'une de ces collections, décrite comme une arme d'une simplicité et d'une efficacité stupéfiantes, a été localisée dans une ville proche de notre base. Nous devons enquêter immédiatement."	"No somos los primeros en buscar los secretos de la civilización antediluviana. A lo largo de la historia, muchos coleccionistas han buscado los preciados textos y diagramas de origen antediluviano que han sobrevivido al paso del tiempo. Hoy en día, algunas de esas colecciones yacen olvidadas en las ruinas de las ciudades previas al Pandoravirus, mientras que otras están en manos de los Discípulos de Anu, Nueva Jericó y Synedrion. Los necesitamos si queremos tener éxito ante la amenaza pandoriana.[LF] [LF] Nuestra investigación indica que una de esas colecciones, en la cual se describe un arma de increíble simplicidad y efectividad, se encuentra en una ciudad cercana a nuestra base. Es prioritaria continuar con la investigación."	"Non siamo i primi che cercano di scoprire i segreti della civiltà antidiluviana. Nel corso della storia, collezionisti eminenti hanno ottenuto testi e schemi di origine antidiluviana sopravvissuti alla prova del tempo. Oggi, alcune di queste raccolte giacciono dimenticate nelle rovine delle città erette in tempi che precedono la venuta del Pandoravirus, mentre altre sono state recuperate dai Discepoli di Anu, da Nuova Gerico e da Synedrion. Dobbiamo ottenerle se vogliamo eliminare la minaccia Pandora.[LF] [LF] La nostra ricerca indica che una raccolta riguardante un'arma di grande semplicità ed efficacia si trova in una città vicino alla nostra base. Svolgere ulteriori indagini è una priorità."	"Wir sind nicht die Ersten, die nach den Geheimnissen der antediluvianischen Zivilisation trachten. Im Laufe der Geschichte haben große Sammler die überlieferten Texte und Pläne antediluvianischen Ursprungs geschätzt. Heute liegen einige dieser Sammlungen vergessen in den Ruinen unserer Städte aus der Zeit vor dem Pandoravirus. Andere befinden sich in den Händen der Jünger von Anu, Neu-Jericho und Synedrion. Wir brauchen sie, wenn wir die pandoranische Bedrohung abwenden möchten.[LF] [LF] Unsere Forschung deutet darauf hin, dass sich eine solche Waffe von erstaunlicher Schlichtheit und Effektivität in einer Stadt in der Nähe unserer Basis befindet. Weitere Untersuchungen haben Priorität."	"Мы не первые ищем секреты допотопной цивилизации. На протяжении всей истории великие коллекционеры ценили уцелевшие тексты и схемы допотопного происхождения. Сегодня некоторые из этих коллекций преданы забвению в руинах наших городов, существовавших до Пандоравируса. Другие же остаются в руках Последователей Ану, Нового Иерихона и Синедриона. Они нужны нам, если мы хотим победить угрозу Пандоранов.[LF][LF] Наши исследования показывают, что одна такая коллекция, описывающая оружие поразительной простоты и эффективности, находилась в городе недалеко от нашей базы. Дальнейшее расследование – приоритетная задача."	"Nie jesteśmy pierwszymi, którzy próbują odkryć sekrety przedpotopowej cywilizacji. Dawni kolekcjonerzy bardzo cenili sobie ocalałe teksty i schematy pochodzenia przedpotopowego. Obecnie niektóre z tych kolekcji spoczywają zapomniane w gruzach naszych miast sprzed czasów Pandorawirusa. Niektóre trafiły w ręce Akolitów Anu, Nowego Jerycha i Synedrionu. Potrzebujemy tych schematów, jeżeli mamy pokonać Pandoran.[LF] [LF] Z naszych badań wynika, że jedna z takich kolekcji, w której opisano zdumiewająco prostą i skuteczną broń, znajdowała się w mieście niedaleko naszej bazy. Dalsze zbadanie tej sprawy jest naszym priorytetem."	"10"	"0x000000000000000000000000"	"PROG_LE1_TEXT_GENERAL_0"	"0x00000000"
"DLC2/PROG_LE1_TITLE"	"0x00000000"	"[null]"	"10"	"Armed with Knowledge"	"[null]"	"[null]"	"知识武装"	"Armé de savoir"	"Armado con conocimiento"	"Armati di conoscenza"	"Mit Wissen bewaffnet"	"Вооружены знаниями"	"Uzbrojeni w wiedzę"	"10"	"0x000000000000000000000000"	"PROG_LE1_TITLE"	"0x00000000"
"DLC2/PROG_LE1_WARN_CHOICE_0_TEXT"	"0x00000000"	"[null]"	"10"	"OK."	"[null]"	"[null]"	"好的。"	"D'accord."	"Vale."	"OK."	"Okay."	"ОК."	"OK."	"10"	"0x000000000000000000000000"	"PROG_LE1_WARN_CHOICE_0_TEXT"	"0x00000000"
"DLC2/PROG_LE1_WARN_TEXT_GENERAL_0"	"0x00000000"	"[null]"	"10"	"MESSAGE[LF]FROM: Citizen Athena (Synedrion)[LF]TO: Phoenix Project[LF][LF]From a scientific standpoint, Living Crystal is a material with myriad potential applications in engineering and medicine. From a philosophical standpoint, it represents the duality of our universe, a duality that we in Synedrion strive to embed in the foundation of a successful future. From a strategic standpoint, the risks of leaving these sites in your hands outweigh the benefits. It is only prudent, then, that we dispatch our elite teams to secure the Living Crystal locations. We urge you to leave peacefully, for Synedrion detest bloodshed - but do not confuse this for weakness, for we shall not show any."	"[null]"	"[null]"	"消息[LF] 来自：市民雅典娜（平衡议会）[LF]接收：凤凰计划[LF] [LF] 从科学的角度来看，活体水晶是一种在工程学和医学上都拥有无限应用潜力的材料。从哲学的角度来看，它代表着宇宙的二象性，这种二象性是我们在平衡议会努力想要嵌入成功的未来基石里的东西。从战略的角度来看，这些地点落入你们的手中所带来的风险大于收益。因此，出于谨慎考虑，我们会派遣自己的精英团队占领活体水晶的位置。我们强烈要求你们和平离去，因为平衡议会不喜欢流血——但不要把这种态度误认为是软弱，因为软弱不是我们的代名词。"	"MESSAGE[LF] DE : Citoyenne Athéna (Synédrion)[LF] À : Projet Phoenix[LF][LF] D'un point de vue scientifique, le cristal vivant est un matériau présentant une myriade d'applications potentielles en ingénierie et en médecine. D'un point de vue philosophique, il représente la dualité de notre univers, une dualité que nous, le Synédrion, essayons d'intégrer au fondement d'un avenir prospère. D'un point de vue stratégique, les risques de vous laisser prendre le contrôle de ces sites l'emportent sur les avantages. Ce n'est donc que faire preuve de prudence de déployer nos équipes d'élite pour sécuriser les sites du cristal vivant. Nous vous exhortons à partir en paix, car le Synédrion ne cautionne pas la violence – mais ne prenez pas cette qualité pour une faiblesse, car nous n'en montrerons aucune."	"MENSAJE[LF] DE: Ciudadana Atenea (Synedrion)[LF] PARA: Proyecto Fénix[LF] [LF]Desde un punto de vista científico, el cristal viviente es un material con un potencial infinito y aplicaciones para la ingeniería y la medicina. Desde un punto de vista filosófico, representa la dualidad de nuestro universo, una dualidad que en Synedrion luchamos por incorporar en la fundación de un futuro exitoso. Desde un punto de vista estratégico, los riesgos de dejar estos sitios en vuestras manos son superiores a los beneficios. Por tanto, es prudente que enviemos a nuestros equipos de élite para asegurar las ubicaciones del cristal viviente. Os instamos a que os vayáis de forma pacífica, para que Synedrion abandone el derramamiento de sangre. No obstante, no penséis que esto proviene de la debilidad, pues eso es algo que nunca mostraremos."	"MESSAGGIO[LF] DA: Cittadina Athena (Synedrion)[LF] A: Progetto Phoenix[LF] [LF]Da un punto di vista scientifico, il cristallo vivo è un materiale con infinite potenzialità di impiego in campo ingegneristico e medico. Da un punto di vista filosofico, rappresenta il dualismo del nostro universo, un dualismo caro a noi di Synedrion, che cerchiamo di incorporarlo nelle fondamenta di un futuro radioso. Da un punto di vista strategico, lasciare nelle vostre mani questi siti comporta molti più rischi che vantaggi. Riteniamo quindi una scelta dettata dalla prudenza inviare le nostre squadre d'élite per mettere al sicuro i luoghi che presentano cristallo vivo. Vi intimiamo di abbandonarli senza opporre resistenza, poiché Synedrion aborra gli spargimenti di sangue. Non credete che questa avversione sia segno di debolezza; se necessario, non avremo pietà."	"NACHRICHT[LF] VON: Bürger Athena (Synedrion)[LF] AN: Phoenix-Projekt[LF] [LF]Aus wissenschaftlicher Sicht sind Lebendkristalle ein Material mit unzähligen potenziellen Anwendungsmöglichkeiten in Technik und Medizin. Aus philosophischer Sicht repräsentieren sie die Dualität unseres Universums – eine Dualität, die wir in Synedrion in die Grundlage einer erfolgreichen Zukunft einzubetten versuchen. Aus strategischer Sicht überwiegen die Risiken, die damit verbunden sind, diese Orte deinen Händen zu überlassen, die Vorteile. Es ist daher nur ratsam, dass wir unsere Elite-Teams entsenden, um die Lebendkristallvorkommen zu sichern. Wir halten dich dazu an, friedlich abzureisen, denn Synedrion verabscheut Blutvergießen – aber verwechsle das nicht mit Schwäche, denn wir werden keine zeigen."	"СООБЩЕНИЕ[LF] ОТ: Жителя Афин (Синедрион)[LF]КОМУ: Проект Феникс[LF][LF] С научной точки зрения Живой Кристалл – это материал с множеством потенциальных применений в технике и медицине. С философской точки зрения, он представляет двойственность нашей вселенной, двойственность, которую мы в Синедрионе стремимся заложить в основу успешного будущего. Со стратегической точки зрения, риски оставить эти объекты в ваших руках перевешивают преимущества. Поэтому будет разумно направить наши элитные команды на охрану территорий с Живым кристаллом. Мы призываем вас уйти мирно, потому что Синедрион ненавидит кровопролитие, но не путайте это со слабостью, мы не покажем ее."	"WIADOMOŚĆ[LF] OD: Obywatelka Atena (Synedrion)[LF] DO: Projekt Phoenix[LF][LF] Z naukowego punktu widzenia żywy kryształ jest materiałem o potencjalnie wielu zastosowaniach w inżynierii i medycynie. Z punktu widzenia filozofii symbolizuje dualizm naszego wszechświata. W Synedrionie staramy się budować naszą pełną sukcesów przyszłość na bazie tego dualizmu. Biorąc pod uwagę strategię, zagrożenia wynikające z pozostawienia tych obiektów w waszych rękach przewyższają korzyści. Dlatego bylibyśmy nierozważni, gdybyśmy nie wysłali naszych elitarnych oddziałów w celu zabezpieczenia lokalizacji, w których znaleziono żywy kryształ. Wzywamy was do pokojowego opuszczenia tych miejsc, ponieważ Synedrion brzydzi się rozlewem krwi, ale nie należy tego mylić ze słabością, której u nas nie uświadczycie."	"10"	"0x000000000000000000000000"	"PROG_LE1_WARN_TEXT_GENERAL_0"	"0x00000000"
"DLC2/PROG_LE1_WARN_TITLE"	"0x00000000"	"[null]"	"10"	"Gatekeeping"	"[null]"	"[null]"	"把关控制"	"Gardien des portes"	"Protegiendo la entrada"	"Di guardia"	"Torwache"	"Привратничество"	"Pilnując bram"	"10"	"0x000000000000000000000000"	"PROG_LE1_WARN_TITLE"	"0x00000000"
"DLC2/PROG_LE1_WIN_CHOICE_0_TEXT"	"0x00000000"	"[null]"	"10"	"OK.[LF]NEW RESEARCH AVAILABLE"	"[null]"	"[null]"	"好的。[LF] 新研究可用"	"D'accord.[LF] NOUVELLE RECHERCHE DISPONIBLE"	"VALE.[LF] NUEVA INVESTIGACIÓN DISPONIBLE"	"OK.[LF] NUOVA RICERCA DISPONIBILE"	"Okay.[LF] NEUE FORSCHUNG VERFÜGBAR"	"ОК.[LF] ДОСТУПНО НОВОЕ ИССЛЕДОВАНИЕ"	"OK.[LF] DOSTĘPNE NOWE BADANIA"	"10"	"0x000000000000000000000000"	"PROG_LE1_WIN_CHOICE_0_TEXT"	"0x00000000"
"DLC2/PROG_LE1_WIN_TEXT_GENERAL_0"	"0x00000000"	"[null]"	"10"	"After all this time of research, investigation, and preparation, we have it - our first collection of ancient schemata, texts, and artifacts that can be unified into a coherent blueprint for an advanced weapon.[LF][LF]Unfortunately, the blueprint alone is not enough. We need a much more plentiful source of ancient artifacts, which our Archaeological Facilities can process using exotic materials to craft the new weapons. And even then, our scientists indicate we will need yet another thing: control over the special locations the Antediluvians used to assemble their technology.[LF][LF]In the meantime, we have identified another collection. According to our sources, it describes a weapon releasing deadly flechettes of an unknown composition."	"[null]"	"[null]"	"经过了所有研究、调查和准备之后，我们成功了——首次收集到了古代图纸、文本和圣物，我们的科学家可以将这些东西整理成一份基于远古族技术的武器蓝图。[LF][LF] 不幸的是，仅靠蓝图是不够的。我们需要更丰富的古代圣物资源，考古设施可以加工和使用这些资源来制造新的武器。即便如此，我们的科学家指出，我们还需要做另一件事：控制远古族组装他们技术的特殊地点。[LF][LF] 与此同时，我们还发现了另一批藏品。消息来源透露，这是一种能够发射未知成分致命镖弹的武器。"	"Après toutes ces recherches, ces enquêtes et ces préparations, nous l'avons – notre première collection de schémas, de textes et de reliques d'Anciens qui peuvent être unifiés par nos scientifiques dans l'élaboration d'un plan d'arme basée sur la technologie antédiluvienne.[LF][LF] Malheureusement, le plan seul ne suffit pas. Il nous faut une plus grande source de reliques anciennes que nos laboratoires d'archéologie peuvent traiter et utiliser pour fabriquer de nouvelles armes. Mais nos scientifiques nous expliquent qu'ils auront même encore besoin d'autre chose : le contrôle de lieux spéciaux que la civilisation antédiluvienne utilisait pour assembler sa technologie.[LF] [LF] Entre-temps, nous avons identifié une autre collection. Selon nos sources, elle décrit une arme qui tire des fléchettes mortelles d'une composition inconnue."	"Tras toda esta investigación y preparación, lo hemos conseguido. Ya tenemos nuestra primera colección de diagramas, textos y artefactos antiguos para que los científicos los unifiquen en un plano de un arma basada en la tecnología antediluviana.[LF] [LF] Por desgracia, dicho plano no es suficiente por sí mismo. Necesitamos una fuente abundante de artefactos antiguos que nuestras instalaciones arqueológicas puedan procesar y utilizar para crear armas nuevas. Al llegar a ese momento, nuestros científicos indicarán que necesitamos algo más: controlar las ubicaciones especiales que los antediluvianos usaron para crear su tecnología.[LF] [LF] Mientras tanto, hemos identificado otra colección. Según nuestras fuentes, esta describe un arma que lanza dardos mortíferos de una composición desconocida."	"Dopo tutti gli sforzi profusi in ricerche, indagini e preparativi, finalmente abbiamo ottenuto la nostra prima raccolta di schemi, testi e manufatti antichi che i nostri scienziati fonderanno per creare un progetto di un'arma basata sulla tecnologia antidiluviana.[LF] [LF] Purtroppo, un progetto non basta. Dobbiamo ottenere più manufatti antichi da lavorare nelle nostre strutture archeologiche per fabbricare nuove armi, anche se i nostri scienziati ci indicano che non basterà raggiungere questo obiettivo: dovremo anche controllare i luoghi speciali di cui la civiltà antidiluviana si serviva per assemblare la sua tecnologia.[LF] [LF] Nel frattempo, abbiamo individuato un'altra raccolta. Secondo le nostre fonti, permette di creare un'arma che rilascia fléchette letali composte da un materiale sconosciuto."	"Nach all den Forschungen, Untersuchungen und Vorbereitungen haben wir sie endlich – unsere erste Sammlung uralter Pläne, Texte und Artefakte, die unsere Wissenschaftler zu einem Waffenbauplan zusammenfügen können, der auf antediluvianischer Technologie basiert.[LF] [LF] Leider reicht der Bauplan allein nicht aus. Wir benötigen eine gehaltvollere Quelle uralter Artefakte, die unsere archäologischen Anlagen verarbeiten und zur Herstellung neuer Waffen nutzen können. Doch selbst dann werden unsere Wissenschaftler noch etwas brauchen: Kontrolle über die speziellen Orte, an denen die Antediluvianer ihre Technologie zusammensetzten.[LF] [LF] In der Zwischenzeit haben wir eine weitere Sammlung identifiziert. Unseren Quellen zufolge wird darin eine Waffe beschrieben, die tödliche Projektile unbekannter Zusammensetzung abfeuert."	"После всех этих исследований, расследований и подготовки мы получили то, что хотели: нашу первую коллекцию древних схем, текстов и артефактов, которые наши ученые могут объединить в чертеж оружия, основанного на технологии допотопных людей.[LF][LF] К несчастью, одного чертежа недостаточно. Нам нужен источник с большими запасами древних артефактов, которые наши археологические лаборатории могут обрабатывать и использовать для создания нового оружия. Даже тогда наши ученые указывают, что нам понадобится еще одна вещь: контроль над особыми территориями, которые допотопные жители использовали для сборки своих технологий.[LF] [LF] А пока мы определили местоположение еще одной коллекции. Согласно нашим источникам, в ней описывается оружие, выпускающее смертельные стреловидные поражающие элементы неизвестного состава."	"Wreszcie po tych wszystkich badaniach, dochodzeniach i przygotowaniach udało nam się osiągnąć nasz cel. Zdobyliśmy naszą pierwszą kolekcję pradawnych planów, tekstów i artefaktów, którą nasi naukowcy mogą ujednolicić w formie schematu broni stworzonej w oparciu o przedpotopową technologię.[LF] [LF] Niestety sam schemat nie wystarczy. Potrzebujemy bogatszego źródła pradawnych artefaktów, które będą mogły zostać przetworzone przez nasze placówki archeologiczne i wykorzystane do budowy nowych rodzajów broni. Nawet wówczas zdaniem naszych naukowców będziemy potrzebować jeszcze czegoś: kontroli nad specjalnymi miejscami, w których Pradawni rozwijali swoją technologię.[LF] [LF] W międzyczasie zlokalizowaliśmy kolejną kolekcję. Według naszych źródeł znajduje się w niej opis broni wyrzucającej z siebie śmiercionośne strzałki o nieznanym składzie."	"10"	"0x000000000000000000000000"	"PROG_LE1_WIN_TEXT_GENERAL_0"	"0x00000000"
"DLC2/PROG_LE1_WIN_TITLE"	"0x00000000"	"[null]"	"10"	"The Mattock Blueprint"	"[null]"	"[null]"	"鹤嘴锄蓝图"	"Le plan du hoyau"	"El plano del azadón"	"Il progetto del Piccone"	"Hacke-Bauplan"	"Чертеж кирки"	"Schemat oskarda"	"10"	"0x000000000000000000000000"	"PROG_LE1_WIN_TITLE"	"0x00000000"
"DLC2/PROG_LE2_FAIL_CHOICE_0_TEXT"	"0x00000000"	"[null]"	"10"	"Yes."	"[null]"	"[null]"	"是。"	"Oui."	"Sí."	"Sì."	"Ja."	"Да."	"Tak."	"10"	"0x000000000000000000000000"	"PROG_LE2_FAIL_CHOICE_0_TEXT"	"0x00000000"
